stype,p,ootype,propType,scnt,ocnt,cnt,min_sp,max_sp,avg_sp
http://eurovoc.europa.eu/schema#Domain,http://eurovoc.europa.eu/schema#hasPolyHierarchy,http://www.w3.org/2001/XMLSchema#boolean,data,21,2,21,1,1,1.0
http://eurovoc.europa.eu/schema#Domain,http://eurovoc.europa.eu/schema#toBeTranslated,http://www.w3.org/2001/XMLSchema#string,data,21,1,21,1,1,1.0
http://eurovoc.europa.eu/schema#Domain,http://purl.org/dc/elements/1.1/identifier,http://www.w3.org/2001/XMLSchema#string,data,21,21,21,1,1,1.0
http://eurovoc.europa.eu/schema#Domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Domain,object,21,1,21,1,1,1.0
http://eurovoc.europa.eu/schema#Domain,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,21,504,504,24,24,24.0
http://eurovoc.europa.eu/schema#EquivalenceRelationship,http://eurovoc.europa.eu/schema#UF,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,76012,164201,164201,1,29,3.616829373755336447402878
http://eurovoc.europa.eu/schema#EquivalenceRelationship,http://eurovoc.europa.eu/schema#UF,http://www.w3.org/2008/05/skos-xl#Label,object,76012,164201,164201,1,29,3.616829373755336447402878
http://eurovoc.europa.eu/schema#EquivalenceRelationship,http://eurovoc.europa.eu/schema#USE,http://eurovoc.europa.eu/schema#PreferredTerm,object,76012,76012,76012,1,1,1.0
http://eurovoc.europa.eu/schema#EquivalenceRelationship,http://eurovoc.europa.eu/schema#USE,http://www.w3.org/2008/05/skos-xl#Label,object,76012,76012,76012,1,1,1.0
http://eurovoc.europa.eu/schema#EquivalenceRelationship,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#EquivalenceRelationship,object,76012,1,76012,1,1,1.0
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportDate,http://www.w3.org/2001/XMLSchema#dateTime,data,1,1,1,1,1,1.0
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportVersion,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,1,1,1,1,1,1.0
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportedThesaurus,http://eurovoc.europa.eu/schema#Thesaurus,object,1,1,1,1,1,1.0
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportedThesaurus,http://www.w3.org/2004/02/skos/core#ConceptScheme,object,1,1,1,1,1,1.0
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#intermediateRelease,http://www.w3.org/2001/XMLSchema#boolean,data,1,1,1,1,1,1.0
http://eurovoc.europa.eu/schema#Export,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Export,object,1,1,1,1,1,1.0
http://eurovoc.europa.eu/schema#Language,http://eurovoc.europa.eu/schema#language,http://www.w3.org/2001/XMLSchema#string,data,24,24,24,1,1,1.0
http://eurovoc.europa.eu/schema#Language,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Language,object,24,1,24,1,1,1.0
http://eurovoc.europa.eu/schema#Language,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,24,1056,1056,44,44,44.0
http://eurovoc.europa.eu/schema#MicroThesaurus,http://eurovoc.europa.eu/schema#domain,http://eurovoc.europa.eu/schema#Domain,object,127,21,127,1,1,1.0
http://eurovoc.europa.eu/schema#MicroThesaurus,http://eurovoc.europa.eu/schema#hasPolyHierarchy,http://www.w3.org/2001/XMLSchema#boolean,data,1,1,1,1,1,1.0
http://eurovoc.europa.eu/schema#MicroThesaurus,http://eurovoc.europa.eu/schema#toBeTranslated,http://www.w3.org/2001/XMLSchema#string,data,126,2,126,1,1,1.0
http://eurovoc.europa.eu/schema#MicroThesaurus,http://purl.org/dc/elements/1.1/identifier,http://www.w3.org/2001/XMLSchema#string,data,127,127,127,1,1,1.0
http://eurovoc.europa.eu/schema#MicroThesaurus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#MicroThesaurus,object,127,2,254,2,2,2.0
http://eurovoc.europa.eu/schema#MicroThesaurus,http://www.w3.org/2004/02/skos/core#hasTopConcept,http://eurovoc.europa.eu/schema#ThesaurusConcept,object,127,532,532,1,31,7.041353383458646616541353
http://eurovoc.europa.eu/schema#MicroThesaurus,http://www.w3.org/2004/02/skos/core#hasTopConcept,http://www.w3.org/2004/02/skos/core#Concept,object,127,532,532,1,31,7.041353383458646616541353
http://eurovoc.europa.eu/schema#MicroThesaurus,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,127,3048,3048,24,24,24.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#acronym,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,1079,1114,1114,1,3,1.064631956912028725314183
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#acronym,http://www.w3.org/2008/05/skos-xl#Label,object,1079,1114,1114,1,3,1.064631956912028725314183
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#fullName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,239,262,262,1,2,1.175572519083969465648855
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#fullName,http://www.w3.org/2008/05/skos-xl#Label,object,239,262,262,1,2,1.175572519083969465648855
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,60,60,60,1,1,1.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://www.w3.org/2008/05/skos-xl#Label,object,60,60,60,1,1,1.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#termReleasedWithVersion,http://www.w3.org/2001/XMLSchema#string,data,165191,7,165191,1,1,1.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#toBeTranslated,http://www.w3.org/2001/XMLSchema#string,data,5331,2,5331,1,1,1.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,12,87,87,1,17,11.804597701149425287356322
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://www.w3.org/2008/05/skos-xl#Label,object,12,87,87,1,17,11.804597701149425287356322
http://eurovoc.europa.eu/schema#PreferredTerm,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime,data,12,9,12,1,1,1.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://purl.org/dc/terms/modified,http://www.w3.org/2001/XMLSchema#dateTime,data,11,4,11,1,1,1.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#PreferredTerm,object,165191,2,330382,2,2,2.0
http://eurovoc.europa.eu/schema#PreferredTerm,http://www.w3.org/2008/05/skos-xl#labelRelation,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,1329,1457,1523,1,18,1.873276428102429415627052
http://eurovoc.europa.eu/schema#PreferredTerm,http://www.w3.org/2008/05/skos-xl#labelRelation,http://www.w3.org/2008/05/skos-xl#Label,object,1329,1457,1523,1,18,1.873276428102429415627052
http://eurovoc.europa.eu/schema#PreferredTerm,http://www.w3.org/2008/05/skos-xl#literalForm,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,data,165093,159856,165093,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#acronym,http://eurovoc.europa.eu/schema#PreferredTerm,object,221,199,221,1,2,1.009049773755656108597285
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#acronym,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,2030,2006,2040,1,2,1.010784313725490196078431
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#acronym,http://www.w3.org/2008/05/skos-xl#Label,object,2249,2205,2261,1,2,1.010614772224679345422379
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#fullName,http://eurovoc.europa.eu/schema#PreferredTerm,object,1174,1107,1174,1,3,1.066439522998296422487223
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#fullName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,2063,2066,2097,1,5,1.075345731998092513113972
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#fullName,http://www.w3.org/2008/05/skos-xl#Label,object,3161,3173,3271,1,5,1.072149189850198715988994
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#PreferredTerm,object,41,40,41,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,55,57,57,1,2,1.070175438596491228070175
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://www.w3.org/2008/05/skos-xl#Label,object,96,97,98,1,2,1.040816326530612244897959
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#termReleasedWithVersion,http://www.w3.org/2001/XMLSchema#string,data,164201,7,164201,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://eurovoc.europa.eu/schema#PreferredTerm,object,5,1,5,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,12,55,56,1,14,9.5
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://www.w3.org/2008/05/skos-xl#Label,object,17,56,61,1,14,8.803278688524590163934426
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime,data,4,4,4,1,1,1.0
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,object,164201,2,328402,2,2,2.0
