s,p,o,count
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#prefLabel,http://www.w3.org/2008/05/skos-xl#Label,165191
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#acronym,http://eurovoc.europa.eu/schema#PreferredTerm,221
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#Country,16
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#scopeNote,,98
http://eurovoc.europa.eu/schema#MicroThesaurus,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,3048
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://eurovoc.europa.eu/schema#PreferredTerm,5
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#related,http://www.w3.org/2004/02/skos/core#Concept,48
http://eurovoc.europa.eu/schema#EquivalenceRelationship,http://eurovoc.europa.eu/schema#USE,http://www.w3.org/2008/05/skos-xl#Label,76012
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,6801
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportedThesaurus,http://www.w3.org/2004/02/skos/core#ConceptScheme,1
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broaderTransitive,http://www.w3.org/2004/02/skos/core#Concept,6156
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#topConceptOf,http://eurovoc.europa.eu/schema#MicroThesaurus,532
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2001/XMLSchema#string,240
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://eurovoc.europa.eu/schema#supportedLanguage,http://eurovoc.europa.eu/schema#Language,24
