s,p,o,count
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#inScheme,http://eurovoc.europa.eu/schema#Thesaurus,7083
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#versionInfo,http://www.w3.org/2001/XMLSchema#string,130
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broader,http://eurovoc.europa.eu/schema#ThesaurusConcept,7162
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,5454
http://publications.europa.eu/ontology/euvoc#DomainEurovoc,http://purl.org/dc/elements/1.1/identifier,http://eurovoc.europa.eu,21
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#ThesaurusConcept,10094
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/replaces,http://eurovoc.europa.eu/schema#ThesaurusConcept,92
http://eurovoc.europa.eu/schema#Country,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#date,240
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2008/05/skos-xl#prefLabel,http://www.w3.org/2008/05/skos-xl#Label,6480
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2008/05/skos-xl#literalForm,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,389183
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#Country,75
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#isoCountryCode,http://www.w3.org/2001/XMLSchema#string,240
http://eurovoc.europa.eu/schema#Country,http://publications.europa.eu/ontology/euvoc#status,,240
http://www.w3.org/2008/05/skos-xl#Label,http://lexvo.org/ontology#shortFormFor,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,98
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Country,720
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#notation,http://eurovoc.europa.eu,240
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2002/07/owl#versionInfo,http://www.w3.org/2001/XMLSchema#string,7104
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2004/02/skos/core#hasTopConcept,http://publications.europa.eu/ontology/euvoc#DomainEurovoc,21
http://eurovoc.europa.eu/schema#Domain,http://www.w3.org/2004/02/skos/core#topConceptOf,http://eurovoc.europa.eu/schema#MicroThesaurus,21
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#approvedForRelease,http://www.w3.org/2001/XMLSchema#string,7104
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,5454
http://eurovoc.europa.eu/schema#Country,http://purl.org/dc/terms/replaces,http://eurovoc.europa.eu/schema#ThesaurusConcept,14
http://www.w3.org/2008/05/skos-xl#Label,http://lexvo.org/ontology#shortFormFor,http://www.w3.org/2008/05/skos-xl#Label,158
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#notation,http://eurovoc.europa.eu,7104
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/euvoc#domain,http://publications.europa.eu/ontology/euvoc#DomainEurovoc,127
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#date,10247
http://eurovoc.europa.eu/schema#MicroThesaurus,http://publications.europa.eu/ontology/euvoc#domain,http://www.w3.org/2004/02/skos/core#Concept,127
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/isPartOf,http://eurovoc.europa.eu/schema#Thesaurus,127
http://eurovoc.europa.eu/schema#Domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Domain,84
