subject,predicate,object
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#broaderTransitive,http://eurovoc.europa.eu/schema#ThesaurusConcept
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#broaderTransitive,http://www.w3.org/2004/02/skos/core#Concept
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2008/05/skos-xl#altLabel,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2008/05/skos-xl#altLabel,http://www.w3.org/2008/05/skos-xl#Label
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2001/XMLSchema#string
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2001/XMLSchema#string
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#ThesaurusConcept
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#related,http://www.w3.org/2004/02/skos/core#Concept
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#acronym,http://eurovoc.europa.eu/schema#PreferredTerm
http://www.w3.org/2008/05/skos-xl#Label,http://eurovoc.europa.eu/schema#acronym,http://eurovoc.europa.eu/schema#PreferredTerm
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://www.w3.org/2008/05/skos-xl#Label
http://www.w3.org/2008/05/skos-xl#Label,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm
http://www.w3.org/2008/05/skos-xl#Label,http://eurovoc.europa.eu/schema#shortName,http://www.w3.org/2008/05/skos-xl#Label
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#fullName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm
http://eurovoc.europa.eu/schema#PreferredTerm,http://eurovoc.europa.eu/schema#fullName,http://www.w3.org/2008/05/skos-xl#Label
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#definition,
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#historyNote,
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#historyNote,
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#useInstead,http://www.w3.org/2004/02/skos/core#Concept
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#ThesaurusConcept
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#useInstead,http://www.w3.org/2004/02/skos/core#Concept
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#ThesaurusConcept
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#scopeNote,
http://eurovoc.europa.eu/schema#MicroThesaurus,http://eurovoc.europa.eu/schema#hasPolyHierarchy,http://www.w3.org/2001/XMLSchema#boolean
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://eurovoc.europa.eu/schema#hasPolyHierarchy,http://www.w3.org/2001/XMLSchema#boolean
http://eurovoc.europa.eu/schema#PreferredTerm,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#Country
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#Country
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://www.w3.org/2008/05/skos-xl#Label
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#related,http://eurovoc.europa.eu/schema#Country
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://www.w3.org/2004/02/skos/core#definition,
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2004/02/skos/core#definition,
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2004/02/skos/core#broader,http://eurovoc.europa.eu/schema#Country
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#broader,http://eurovoc.europa.eu/schema#Country
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#Country
http://www.w3.org/2004/02/skos/core#Concept,http://eurovoc.europa.eu/schema#useInstead,http://eurovoc.europa.eu/schema#Country
http://eurovoc.europa.eu/schema#Country,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime
http://eurovoc.europa.eu/schema#Country,http://eurovoc.europa.eu/schema#approvedForRelease,http://www.w3.org/2001/XMLSchema#string
http://eurovoc.europa.eu/schema#Country,http://www.w3.org/2004/02/skos/core#historyNote,
http://eurovoc.europa.eu/schema#PreferredTerm,http://purl.org/dc/terms/modified,http://www.w3.org/2001/XMLSchema#dateTime
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/modified,http://www.w3.org/2001/XMLSchema#dateTime
http://eurovoc.europa.eu/schema#ThesaurusConcept,http://www.w3.org/2008/05/skos-xl#altLabel,http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#altLabel,http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#PreferredTerm
http://www.w3.org/2008/05/skos-xl#Label,http://eurovoc.europa.eu/schema#shortName,http://eurovoc.europa.eu/schema#PreferredTerm
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://www.w3.org/2008/05/skos-xl#Label
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://eurovoc.europa.eu/schema#translationOf,http://eurovoc.europa.eu/schema#PreferredTerm
http://www.w3.org/2008/05/skos-xl#Label,http://eurovoc.europa.eu/schema#translationOf,http://eurovoc.europa.eu/schema#PreferredTerm
http://eurovoc.europa.eu/schema#CompoundEquivalence,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#CompoundEquivalence
http://eurovoc.europa.eu/schema#CompoundEquivalence,http://eurovoc.europa.eu/schema#compoundNonPreferredTerm,http://www.w3.org/2008/05/skos-xl#Label
http://eurovoc.europa.eu/schema#CompoundEquivalence,http://eurovoc.europa.eu/schema#compoundNonPreferredTerm,http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm
http://eurovoc.europa.eu/schema#CompoundEquivalence,http://eurovoc.europa.eu/schema#preferredTermComponent,http://eurovoc.europa.eu/schema#PreferredTerm
http://eurovoc.europa.eu/schema#CompoundEquivalence,http://eurovoc.europa.eu/schema#preferredTermComponent,http://www.w3.org/2008/05/skos-xl#Label
http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm
http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm,http://eurovoc.europa.eu/schema#termReleasedWithVersion,http://www.w3.org/2001/XMLSchema#string
http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm,http://www.w3.org/2008/05/skos-xl#literalForm,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://eurovoc.europa.eu/schema#CompoundNonPreferredTerm,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime
http://eurovoc.europa.eu/schema#Thesaurus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Thesaurus
http://eurovoc.europa.eu/schema#Thesaurus,http://eurovoc.europa.eu/schema#supportedLanguage,http://eurovoc.europa.eu/schema#Language
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://eurovoc.europa.eu/schema#supportedLanguage,http://eurovoc.europa.eu/schema#Language
http://eurovoc.europa.eu/schema#Thesaurus,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2001/XMLSchema#string
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2001/XMLSchema#string
http://eurovoc.europa.eu/schema#Thesaurus,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://eurovoc.europa.eu/schema#Language,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Language
http://eurovoc.europa.eu/schema#Language,http://eurovoc.europa.eu/schema#language,http://www.w3.org/2001/XMLSchema#string
http://eurovoc.europa.eu/schema#Language,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://eurovoc.europa.eu/schema#Export,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://eurovoc.europa.eu/schema#Export
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportDate,http://www.w3.org/2001/XMLSchema#dateTime
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportVersion,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportedThesaurus,http://www.w3.org/2004/02/skos/core#ConceptScheme
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#exportedThesaurus,http://eurovoc.europa.eu/schema#Thesaurus
http://eurovoc.europa.eu/schema#Export,http://eurovoc.europa.eu/schema#intermediateRelease,http://www.w3.org/2001/XMLSchema#boolean
http://eurovoc.europa.eu/schema#SimpleNonPreferredTerm,http://purl.org/dc/terms/created,http://www.w3.org/2001/XMLSchema#dateTime
